Mutation,ProteinExpressed,UnmutatedMean,UnmutatedStdDev,MutatedMean,MutatedStdDev,n,p_post_bonferroni
NPM1,CCL1,0.631259,1.772596,9.666354,26.775125,48,0.001896
NPM1+FLT3-ITD,PBX3,24.556315,24.778683,75.207611,26.326396,19,0.001972
NPM1,ZNF608,4.568143,4.189843,1.226956,1.438931,48,0.001976
TP53,TTTY13,0.001220,0.010018,0.030279,0.047448,14,0.002048
TP53,FAM89A,5.283637,5.555398,22.459114,13.526972,14,0.002061
NPM1,SMC4,39.721715,18.824248,77.817771,44.665564,48,0.002098
DNMT3A+NPM1,HOXB7,1.272452,3.801021,6.266404,9.905591,23,0.002133
NPM1,BCL2L14,0.514889,2.176400,0.021990,0.042777,48,0.002166
NPM1,ZCCHC2,6.395250,2.315795,8.957383,2.726057,48,0.002228
NPM1,LPAR6,12.884539,18.254359,5.005246,7.393406,48,0.002273
IDH2,PRAME,11.873966,24.879185,0.014318,0.019547,17,0.002280
NPM1+FLT3-ITD,CYSLTR2,3.192292,4.052557,16.935368,14.004244,19,0.002342
NPM1+FLT3-ITD,PLA2G4A,8.645519,5.233834,19.036389,5.604342,19,0.002410
NPM1,SHD,5.214864,10.719892,1.095983,3.154446,48,0.002454
MT-CYB,KRTAP3-1,0.000000,0.000000,0.020480,0.040960,5,0.002473
MT-CYB,PER4,0.000000,0.000000,0.013200,0.026400,5,0.002473
MT-CYB,RBMY2EP,0.000000,0.000000,0.007920,0.015840,5,0.002473
MT-CYB,PRAMEF12,0.000000,0.000000,0.005020,0.010040,5,0.002473
RAD21,OR5H1,0.000000,0.000000,0.006740,0.013480,5,0.002473
RAD21,OR4C16,0.000000,0.000000,0.026980,0.053960,5,0.002473
RAD21,SPRR4,0.000000,0.000000,0.016420,0.032840,5,0.002473
RAD21,LOC340094,0.000000,0.000000,0.002840,0.005680,5,0.002473
RAD21,SPRR1B,0.000000,0.000000,0.020320,0.040640,5,0.002473
RAD21,PLUNC,0.000000,0.000000,0.005840,0.011680,5,0.002473
RAD21,POTED,0.000000,0.000000,0.016280,0.032560,5,0.002473
RAD21,C10orf120,0.000000,0.000000,0.005960,0.011920,5,0.002473
RAD21,SSX3,0.000000,0.000000,0.003000,0.006000,5,0.002473
RAD21,PCDHB1,0.000000,0.000000,0.004960,0.009920,5,0.002473
RAD21,OR4K14,0.000000,0.000000,0.013480,0.026960,5,0.002473
RAD21,NPVF,0.000000,0.000000,0.010600,0.021200,5,0.002473
RAD21,AGTR2,0.000000,0.000000,0.000400,0.000800,5,0.002473
RAD21,PRAMEF10,0.000000,0.000000,0.004160,0.008320,5,0.002473
RAD21,LUZP4,0.000000,0.000000,0.004840,0.009680,5,0.002473
PHF6,RBMY2FP,0.000000,0.000000,0.006060,0.012120,5,0.002473
STAG2,ADH7,0.000000,0.000000,0.012260,0.024520,5,0.002473
FAM5C,OR4F4,0.000000,0.000000,0.006400,0.012800,5,0.002473
FAM5C,KRT84,0.000000,0.000000,0.002840,0.005680,5,0.002473
PTPN11+NPM1,ZNF705D,0.000000,0.000000,0.002140,0.004280,5,0.002473
WT1+FLT3-ITD,ADH7,0.000000,0.000000,0.012260,0.024520,5,0.002473
WT1+FLT3-ITD,SMR3A,0.000000,0.000000,0.007560,0.015120,5,0.002473
IDH2+RUNX1,C10orf96,0.000000,0.000000,0.005480,0.010960,5,0.002473
IDH2+RUNX1,KRT75,0.000000,0.000000,0.002480,0.004960,5,0.002473
IDH2+RUNX1,OR5L1,0.000000,0.000000,0.000680,0.001360,5,0.002473
IDH2+RUNX1,OR6C65,0.000000,0.000000,0.008740,0.017480,5,0.002473
IDH2+RUNX1,RBMY2FP,0.000000,0.000000,0.006060,0.012120,5,0.002473
IDH2+RUNX1,SNORD115-30,0.000000,0.000000,0.003860,0.007720,5,0.002473
NRAS+NPM1,OR5H1,0.000000,0.000000,0.006740,0.013480,5,0.002473
NRAS+NPM1,C10orf120,0.000000,0.000000,0.005960,0.011920,5,0.002473
NRAS+NPM1,OR4C3,0.000000,0.000000,0.003160,0.006320,5,0.002473
NRAS+NPM1,OR8B2,0.000000,0.000000,0.002660,0.005320,5,0.002473
NPM1,MN1,11.823557,16.799141,1.369875,2.642868,48,0.002774
NPM1,RIMKLB,12.072792,7.866414,6.063277,3.893232,48,0.002802
FLT3-ITD,XPC,16.353108,3.894485,21.742249,4.682434,37,0.002805
NPM1,SLC9A6,6.810988,1.995252,8.657962,1.777339,48,0.002944
NPM1,CD320,6.975676,4.783514,3.110908,2.364669,48,0.002944
TP53,EIF4EBP3,21.492343,6.364137,10.700807,2.311936,14,0.002956
NPM1,MYBPC2,0.130448,0.273512,0.032423,0.044305,48,0.002957
NPM1,GLI3,0.332443,0.862005,0.034052,0.051502,48,0.002966
NPM1,SNRPN,19.518064,11.311211,8.682981,8.629681,48,0.003063
NPM1,ARPP21,1.778484,3.444666,0.046944,0.162702,48,0.003072
RUNX1,TLL2,0.074853,0.168394,1.551188,1.904343,16,0.003113
NPM1,FNBP1,45.169309,14.694371,58.538429,13.181640,48,0.003187
NPM1,HEMGN,26.037061,31.269084,6.158731,11.122886,48,0.003251
NPM1,HIPK2,11.929639,6.363277,21.524429,11.298070,48,0.003316
NPM1,TSPAN13,14.900050,11.763786,5.003260,5.998073,48,0.003316
NPM1,FAM171A1,5.885031,13.025403,0.717846,2.504857,48,0.003348
FLT3-ITD,LYRM1,7.915823,3.491011,15.795757,8.580804,37,0.003409
NPM1,FGD5,2.213327,4.970528,0.257238,1.295513,48,0.003448
NPM1,PLEK,141.808993,50.629074,202.763725,68.031683,48,0.003449
NPM1,NUDT18,5.170047,1.980276,7.366008,2.195950,48,0.003449
