TP53,RP11-672A2.2,0.000000,0.000000,0.342238,0.420188,5,0.001073
TP53,RP11-59J5.1,0.000000,0.000000,0.674194,0.826817,5,0.001073
TP53,CTD-3051D23.3,0.000000,0.000000,0.923165,1.174643,5,0.001073
TP53,GABRA5,0.000000,0.000000,2.076116,3.793304,5,0.001073
TP53,TGIF2LX,0.000000,0.000000,0.456441,0.583543,5,0.001073
TP53,MAGEA6,0.000000,0.000000,1.615756,2.450953,5,0.001073
TP53,TBX22,0.000000,0.000000,0.737591,1.091098,5,0.001073
TP53,SYT16,0.000000,0.000000,0.323195,0.398193,5,0.001073
TP53,AC061961.2,0.000000,0.000000,0.288477,0.353501,5,0.001073
NRAS,RP11-162K11.4,0.000000,0.000000,0.441833,0.566969,5,0.001073
RUNX1,SPANXD,0.010334,0.092429,0.745101,0.923551,10,0.001125
NPM1,IPO9-AS1,1535.338413,1119.669181,268.256254,224.787072,23,0.001168
NPM1,PPARGC1A,97.425126,340.506386,458.755571,370.127107,23,0.001197
DNMT3A+NPM1,CDRT15L2,0.014029,0.125481,0.724656,0.871888,10,0.001602
NPM1,C2orf65,142.025654,102.494192,36.483686,23.053901,23,0.001621
NPM1,RP11-37N22.1,4.261748,5.198084,22.641858,23.766258,23,0.001674
TP53,IGKV1D-39,0.064341,0.328775,1.182964,0.706584,5,0.001964
NPM1,CD34,11209.861673,12941.308192,373.598063,689.647337,23,0.002126
NPM1,HOXA2,41.175130,53.932432,136.599660,70.407939,23,0.002244
NPM1,BAALC,829.369012,1179.220452,15.875754,16.338502,23,0.002637
FLT3+NPM1,ONECUT3,4.321638,21.204881,39.795851,38.229785,15,0.003169
NPM1,AC004383.4,44.452531,53.767215,0.448474,0.745395,23,0.003407
NPM1,MLLT3,615.759857,700.376336,95.224710,111.265927,23,0.003445
NPM1,UGGT2-IT1,0.437191,1.518149,2.765363,2.888084,23,0.003467
NPM1,RP11-1055B8.4,84.912177,130.442455,461.524364,524.266595,23,0.003617
FLT3+NPM1,SLC35B4,963.000744,253.987090,1645.493799,271.855763,15,0.003726
NPM1,LMX1B,11.088024,45.530018,108.468519,165.376820,23,0.003822
NPM1,NAV1,429.491246,296.081586,75.777816,66.905841,23,0.003832
NPM1,PDGFD,124.122448,177.423076,432.550811,205.180292,23,0.004261
FLT3,RP4-781K5.8,10.207445,10.138409,35.003272,22.519943,26,0.004802
NPM1,TSPAN7,275.518706,348.919883,7.169074,10.478287,23,0.004990
NPM1,C1orf21,872.856492,612.478314,182.396904,253.468242,23,0.004993
NPM1,C8orf56,55.695221,80.444749,0.756798,1.100521,23,0.005309
NPM1,APP,4478.894745,3389.796681,508.337505,758.351302,23,0.005547
TP53,RP11-526P5.1,0.024114,0.156408,1.992264,1.857243,5,0.005723
FLT3+NPM1,RP11-473L15.2,2.263651,12.680936,28.077028,31.108651,15,0.007238
FLT3+NPM1,HOXA-AS3,750.409850,1001.552904,3249.535922,813.884283,15,0.007798
NPM1,ITM2C,5272.186680,3979.373291,1326.943578,961.509398,23,0.007997
NPM1,CDCA7,2628.736283,1321.914781,833.939389,639.144382,23,0.008423
FLT3+NPM1,SKIDA1,118.005290,248.711110,706.846840,271.920778,15,0.008811
NPM1,ITGB4,162.637141,317.417700,20.221771,15.815543,23,0.008871
NPM1,SMAGP,28.926510,27.417713,4.947196,4.539243,23,0.009343
NPM1,PXDC1,44.215237,53.219290,6.959794,11.323103,23,0.009586
FLT3+NPM1,HOXB3,2089.471348,2849.838269,8774.341997,1845.685731,15,0.009946
